,LOCALIZED,ISSN,ISSN.1,ISSN.2,ISBN,ISBN.1,ISBN.2,OTHER_SYSTEM_NUMBER,OTHER_SYSTEM_NUMBER.1,OTHER_SYSTEM_NUMBER.2,PORTFOLIO_PID,MMS,TITLE,FROM_YEAR,TO_YEAR,FROM_MONTH,TO_MONTH,FROM_DAY,TO_DAY,FROM_VOLUME,TO_VOLUME,FROM_ISSUE,TO_ISSUE,PUBLICATION_DATE_OPERATOR,PUBLICATION_DATE_YEAR,PUBLICATION_DATE_MONTH,GLOBAL_FROM_YEAR,GLOBAL_TO_YEAR,GLOBAL_FROM_MONTH,GLOBAL_TO_MONTH,GLOBAL_FROM_DAY,GLOBAL_TO_DAY,GLOBAL_FROM_VOLUME,GLOBAL_TO_VOLUME,GLOBAL_FROM_ISSUE,GLOBAL_TO_ISSUE,GLOBAL_PUBLICATION_DATE_OPERATOR,GLOBAL_PUBLICATION_DATE_YEAR,GLOBAL_PUBLICATION_DATE_MONTH,ACCESS_TYPE,PERPETUAL_FROM_YEAR,PERPETUAL_TO_YEAR,PERPETUAL_FROM_MONTH,PERPETUAL_TO_MONTH,PERPETUAL_FROM_DAY,PERPETUAL_TO_DAY,PERPETUAL_FROM_VOLUME,PERPETUAL_TO_VOLUME,PERPETUAL_FROM_ISSUE,PERPETUAL_TO_ISSUE,PERPETUAL_PUBLICATION_DATE_OPERATOR,PERPETUAL_PUBLICATION_DATE_YEAR,PERPETUAL_PUBLICATION_DATE_MONTH,AVAILABILITY,PUBLISHER,PLACE_OF_PUBLICATION,DATE_OF_PUBLICATION,URL,PARSER_PARAMETERS,PROXY_ENABLE,PROXY_SELECTED,PROXY_LEVEL,AUTHOR,ELECTRONIC_MATERIAL_TYPE,OWNERSHIP,GROUP_NAME,GROUP_FROM_YEAR,GROUP_TO_YEAR,GROUP_FROM_MONTH,GROUP_TO_MONTH,GROUP_FROM_DAY,GROUP_TO_DAY,GROUP_FROM_VOLUME,GROUP_TO_VOLUME,GROUP_FROM_ISSUE,GROUP_TO_ISSUE,GROUP_PUBLICATION_DATE_OPERATOR,GROUP_PUBLICATION_DATE_YEAR,GROUP_PUBLICATION_DATE_MONTH,GROUP_PROXY_ENABLE,GROUP_PROXY_SELECTED,GROUP_AUTHENTICATION_NOTES,GROUP_PUBLIC_NOTES,AUTHENTICATION_NOTES,PUBLIC_NOTES,INTERNAL_DESCRIPTION,COVERAGE_STATEMENT,ACTIVATION_DATE,EXPECTED_ACTIVATION_DATE,LICENSE,LICENSE_NAME,COLLECTION_LICENSE,COLLECTION_LICENSE_NAME,PDA,EBA,PO_LINE,LANGUAGE,COUNTER_PLATFORM,NOTES,MarkBuy
833,N,,,,9780081026342,008102634X,0081026358,(OCoLC)on1145645869,(OCoLC)1145645869,(OCoLC)1287880240,53443009900002917,991023705092102917,Centrifugal separations in biotechnology / Wallace Woon-Fong Leung.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Butterworth-Heinemann,",[Place of publication not identified] :,2020.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780081026342,,False,,,"Leung, Wallace Woon-Fong.",BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
834,N,,,,9780128184028,0128184027,9780128184028,(OCoLC)on1127914554,(OCoLC)1127914554,(OCoLC)1156129683,53443009930002917,991023705095302917,Biotechnology in the chemical industry : towards a green and sustainable future.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,",San Diego :,2019.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128184028,,False,,,"Bajpai, P. author. (Pratima),",BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
835,N,,,,9780128191927,0128191929,0128191937,(OCoLC)on1137017958,(OCoLC)1137017958,,53443009960002917,991023705094202917,Simultaneous mass transfer and chemical reactions in engineering science : solution methods and chemical engineering applications / Bertram K.C. Chan.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,",Amsterdam :,©2020.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128191927,,False,,,"Chan, B. K. C. (Bertram Kim-Cheong)",BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
836,N,,,,9780128159446,0128159448,0128159456,(OCoLC)on1135935152,(OCoLC)1135935152,(OCoLC)1136960502,53443009990002917,991023705094402917,Cold fusion : advances in condensed matter nuclear science / edited by Jean-Paul Biberian.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,",Amsterdam :,2020.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128159446,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
837,N,,,,9780128188026,9780128188019,0128188014,(OCoLC)on1151201691,(OCoLC)1151201691,(OCoLC)1150194426,53443010020002917,991023705091002917,Thermal Induced Membrane Separation Processes [electronic resource].,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,",San Diego :,2020.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128188019,,False,,,"Purkait, Mihir K.",BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
838,N,,,,9780128179536,0128179538,0128179546,(OCoLC)on1141520342,(OCoLC)1141520342,(OCoLC)1287877028,53443010050002917,991023705092602917,Genetic and metabolic engineering for improved biofuel production from lignocellulosic biomass / edited by Arindam Kuila and Vinay Sharma.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,",Amsterdam :,2020.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128179536,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
839,N,,,,0128184000,0128184019,9780128184011,(OCoLC)on1137796062,(OCoLC)1137796062,(OCoLC)1138486066,53443010080002917,991023705094002917,Biomass to energy conversion technologies : the road to commercialization / Pratima Bajpai.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,","Amsterdam, Netherlands :",2020.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128184004,,False,,,"Bajpai, P. author. (Pratima),",BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
840,N,,,,9780128191033,0128191031,012819104X,(OCoLC)on1150888823,(OCoLC)1150888823,(OCoLC)1287866632,53443010110002917,991023705091102917,"Environmental technology and sustainability : physical, chemical and biological technologies for clean environmental management / Basanta Kumara Behera, Ram Prasad.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,","Amsterdam, Netherlands :",2020.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128191033,,False,,,"Behera, Basanta Kumara, author.",BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
841,N,,,,9780128185582,0128185589,0128196947,(OCoLC)on1144865291,(OCoLC)1144865291,,53443010140002917,991023705092402917,"Heterocyclic organic corrosion inhibitors : principles and applications / Mumtaz A. Quraishi, Dheeraj S. Chauhan, Viswanathan S. Saji.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,",Amsterdam :,[2020],http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128185582,,False,,,"Quraishi, Mumtaz A., author",BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
842,N,,,,9780128191583,0128191589,9780128191583,(OCoLC)on1142737072,(OCoLC)1142737072,(OCoLC)1287875211,53443010170002917,991023705092502917,Direct methanol fuel cell technology / edited by Kingshuk Dutta.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,","Amsterdam, Netherlands ; Cambridge, MA :",[2020],http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128191583,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
843,N,,,,9780128175903,0128175907,0128175915,(OCoLC)on1127943381,(OCoLC)1127943381,,53443010200002917,991023705095202917,"Materials for potential EMI shielding applications : processing, properties and current trends / edited by Kuruvilla Joseph, Runcy Wilson, Gejo George.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,",Amsterdam :,©2020.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128175903,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
844,N,,,,9780128190647,0128190647,0128190655,(OCoLC)on1149758155,(OCoLC)1149758155,(OCoLC)1287875074,53443010230002917,991023705091302917,From biofiltration to promising options in gaseous fluxes biotreatment / edited by Gabriela Soreanu and Éric Dumont.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,",Amsterdam :,2020.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128190647,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
845,N,,,,9780128202586,9780128207000,0128207000,(OCoLC)on1138031624,(OCoLC)1138031624,(OCoLC)1287874005,53443010260002917,991023705093802917,"The Safety Critical Systems Handbook : a Straightforward Guide to Functional Safety: IEC 61508 (2010 Edition), IEC 61511 (2016 Edition) and Related Guidance Including Machinery and Other Industrial Sections / David J. Smith, Kenneth G.L. Simpson.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Butterworth-Heinemann,",London :,2020.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128207000,,False,,,"Smith, David J.",BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
846,N,,,,9780128190517,0128190515,0128190523,(OCoLC)on1140013493,(OCoLC)1140013493,(OCoLC)1149126752,53443010290002917,991023705093102917,"Handbook of smart photocatalytic materials : fundamentals, fabrications and water resources applications / edited by Chaudhery Mustansar Hussain, Ajay Kumar Mishra.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,","Amsterdam, Netherlands ; Cambridge, MA :",[2020],http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128190517,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
847,N,,,,9780128187609,0128187611,9780128187616,(OCoLC)on1138620919,(OCoLC)1138620919,(OCoLC)1139834931,53443010320002917,991023705093502917,"Corrosion atlas case studies / edited by Fuad Khoshnaw, Rolf Gubner.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,","Amsterdam, Netherlands ; Cambridge, MA :",[2020],http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128187609,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
848,N,,,,0128178078,0128178086,9780128178089,(OCoLC)on1144933401,(OCoLC)1144933401,,53443010350002917,991023705092302917,Current trends and future developments on (bio- )membranes. Cogeneration systems and membrane technology / edited by Angelo Basile and Giuseppe Spazzafumo.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,","Amsterdam, Netherlands :",2020.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128178072,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
849,N,,,,9780128185988,0128185988,0128185996,(OCoLC)on1129398754,(OCoLC)1129398754,,53443010380002917,991023705094902917,Nano-materials as photocatalysts for degradation of environmental pollutants : challenges and possibilities / edited by Pardeep Singh [and more].,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,",Amsterdam :,©2020.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128185988,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
850,N,,,,9780128171103,0128171103,9780128173756,(OCoLC)on1147257329,(OCoLC)1147257329,(OCoLC)1287878833,53443010410002917,991023705091802917,"Current trends and future developments on (bio- ) membranes. Membrane systems for hydrogen production / edited by Angelo Basile, Teko W. Napporn, editors.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,",San Diego :,2020.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128171103,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
851,N,,,,9780444643070,9780444643087,0444643087,(OCoLC)on1126214934,(OCoLC)1126214934,(OCoLC)1139742810,53443010440002917,991023705095502917,"Biomass, Biofuels, Biochemicals : Recent Advances in Development of Platform Chemicals.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,",San Diego :,2019.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780444643070,,False,,,"S., Saravanamurugan.",BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
852,N,,,,9780128192160,012819216X,0128192178,(OCoLC)on1135925207,(OCoLC)1135925207,(OCoLC)1136959428,53443010470002917,991023705094602917,Advanced water treatment [electronic resource] : adsorption / edited by Mika Sillanpää.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,",Amsterdam :,2020.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128192160,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
853,N,,,,9780128198520,0128198532,9780128198537,(OCoLC)on1140509771,(OCoLC)1140509771,(OCoLC)1139896906,53443010500002917,991023705092902917,"Current developments in biotechnology and bioengineering : advanced membrane separation processes for sustainable water and wastewater management -- anaerobic membrane bioreactor processes and technologies / edited by Huu Hao Ngo, Wenshan Guo, How Yong Ng, Giorgio Mannina, Ashok Pandey.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,","Amsterdam, Netherlands :",2020.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128198520,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
854,N,,,,9780128132869,0128132868,9780128132876,(OCoLC)on1147264668,(OCoLC)1147264668,,53443010530002917,991023705091702917,Organofluorine chemistry : synthesis and applications / Prakash Reddy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,",Amsterdam :,2020.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128132869,,False,,,"Reddy, Prakash.",BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
855,N,,,,,,,(OCoLC)on1140509640,(OCoLC)1140509640,,53443010560002917,991023705093002917,"Current developments in biotechnology and bioengineering : advanced membrane separation processes for sustainable water and wastewater management -- aerobic membrane bioreactor processes and technologies / edited by How Yong Ng, Tze Chiang Albert Ng, Huu Hao Ngo, Giorgio Mannina, Ashok Pandey.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,","Amsterdam, Netherlands :",2020.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128198094,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
856,N,,,,9780128126639,0128126639,0128126647,(OCoLC)on1151891321,(OCoLC)1151891321,(OCoLC)1153086628,53443010610002917,991023705090902917,"Fluid catalytic cracking handbook [electronic resource] : an expert guide to the practical operation, design, and optimization of FCC units / Reza Sadeghbeigi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Butterworth-Heinemann,","Kidlington, Oxford :",[2020].,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128126639,,False,,,"Sadeghbeigi, Reza.",BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
857,N,,,,0128176504,9780128176504,0128176512,(OCoLC)on1138061516,(OCoLC)1138061516,,53443010660002917,991023705093702917,"Two-dimensional nanostructures for biomedical technology : a bridge between material science and bioengineering / edited by Raju Khan, Shaswat Barua.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,","Amsterdam ; Cambridge, MA :",[2020],http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128176504,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
858,N,,,,9780128197226,0128197226,0128217197,(OCoLC)on1148878189,(OCoLC)1148878189,(OCoLC)1229876209,53443010700002917,991023705091502917,Current developments in biotechnology and bioengineering : environmental and health impact of hospital wastewater / edited by R.D. Tyagi [and more].,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,",Amsterdam :,2020.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128197226,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
859,N,,,,9780128173879,9780128173879,0128173874,(OCoLC)on1126672314,(OCoLC)1126672314,(OCoLC)1139843263,53443010740002917,991023705095402917,"Green sustainable process for chemical and environmental engineering and science : ionic liquids as green solvents / edited by Dr. Inamuddin, Abdullah M. Ahmed Asiri, Suvardhan Kanchi.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,","Amsterdam, Netherlands ; Cambridge, MA :",[2020],http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128173862,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,Y
860,N,,,,9780128192276,0128192275,0128192283,(OCoLC)on1135922704,(OCoLC)1135922704,(OCoLC)1136969592,53443010780002917,991023705094702917,Advanced water treatment [electronic resource] : electrochemical methods / edited by Mika Sillanpää.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,",Amsterdam :,2020.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128192276,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
861,N,,,,9780128183328,0128183330,9780128183335,(OCoLC)on1136964513,(OCoLC)1136964513,(OCoLC)1144338647,53443010830002917,991023705094302917,"Current trends and future developments on (bio- ) membranes : Recent advances in metallic membranes / edited by Angelo Basile, Fausto Gallucci.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,",Amsterdam :,2020.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128183328,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
862,N,,,,0081028903,0081028911,9780081028919,(OCoLC)on1147902234,(OCoLC)1147902234,(OCoLC)1148212369,53443010870002917,991023705091602917,"Surface science of photocatalysis / edited by Jiaguo Yu, Mietek Jaroniec, Chuanjia Jiang.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Academic Press,",London :,2020.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/bookseries/15734285/31,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
863,N,,,,9780128040775,0128041153,9780128041154,(OCoLC)on1146085484,(OCoLC)1146085484,(OCoLC)1146278576,53443010910002917,991023705092002917,"Lignocellulosics : renewable feedstock for (tailored) functional materials and nanotechnology / edited by Ilari Filpponen, Maria Soledad Peresin, Tiina Nypelö.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,",Amsterdam :,[2020],http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128040775,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
864,N,,,,9780128198544,0128198559,9780128198551,(OCoLC)on1140510864,(OCoLC)1140510864,(OCoLC)1139887841,53443010980002917,991023705092802917,Current developments in biotechnology and bioengineering : Case studies and sustainability analysis / advanced membrane separation processes for sustainable water and wastewater management. edited by Giorgio Mannina [and more].,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,","Amsterdam, Netherlands :",2020.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128198544,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
865,N,,,,9780444640543,0444640541,044464055X,(OCoLC)on1139368989,(OCoLC)1139368989,,53443011020002917,991023705093202917,"Physical security in the process industry : theory with applications / Gabriele Landucci, Nima Khakzad, Genserik Reniers.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,",Amsterdam :,©2020.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780444640543,,False,,,"Landucci, Gabriele.",BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
866,N,,,,9780444643216,9780444643223,0444643222,(OCoLC)on1137795466,(OCoLC)1137795466,,53443011050002917,991023705094102917,Current developments in biotechnology and bioengineering : resource recovery from wastes / edited by Sunita Varjani [and 4 more].,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,","Amsterdam, Netherlands :",2020.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780444643216,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
867,N,,,,9780444643377,9780444643384,0444643389,(OCoLC)on1129208325,(OCoLC)1129208325,(OCoLC)1187188643,53443011100002917,991023705095002917,"Catalysis, green chemistry and sustainable energy : new technologies for novel business opportunities.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,",San Diego :,2019.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/bookseries/01672991/179,,False,,,"Basile, Angelo.",BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
868,N,,,,0128167785,9780128173008,0128173009,(OCoLC)on1138466763,(OCoLC)1138466763,(OCoLC)1287882921,53443011140002917,991023705093602917,"Current trends and future developments on (bio- ) membranes : membranes in environmental applications / edited by Alberto Figoli, Yongdan Li and Angelo Basile.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,","Amsterdam, Netherlands :",2020.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128167786,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,Y
869,N,,,,9780128167779,0128167777,9780128167779,(OCoLC)on1124298334,(OCoLC)1124298334,,53443011180002917,991023705095702917,"Current trends and future developments on (bio- ) membranes. Reverse and forward osmosis : principles, applications, advances / edited by Angelo Basile, Alfredo Cassano, Navin K Rastogi.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,",Amsterdam :,2019.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128167779,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
870,N,,,,0128184930,0128201533,9780128201534,(OCoLC)on1137796251,(OCoLC)1137796251,,53443011220002917,991023705093902917,Biobased products and industries / edited by Charis M. Galankis.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,","Amsterdam, Netherlands :",2020.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128184936,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
871,N,,,,9780128182284,0128182288,9780128182291,(OCoLC)on1145422484,(OCoLC)1145422484,,53443011260002917,991023705092202917,Waste biorefinery : integrating biorefineries for waste valorisation / edited by Thallada Bhaskar [and more].,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,",Amsterdam :,2020.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128182284,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
872,N,,,,9780444640819,9780444640826,0444640827,(OCoLC)on1127111107,(OCoLC)1127111107,,53443011550002917,991023705198602917,"Polymer-Protein Conjugates : From Pegylation and Beyond / edited by Gianfranco Pasut, Samuel Zalipsky.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,",Amsterdam :,©2020.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780444640819,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
873,N,,,,9780128142257,9780128142257,0128142251,(OCoLC)on1124599045,(OCoLC)1124599045,(OCoLC)1229437830,53443011580002917,991023705198902917,"Current Trends and Future Developments on (Bio- ) Membranes : Membrane Applications in Artificial Organs and Tissue Engineering / edited by Angelo Basile, Maria Cristina Annesini, Vincenzo Piemonte, Catherine Charcosset.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,",Amsterdam :,©2020.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128142257,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
874,N,,,,9780128183342,9780128183359,0128183357,(OCoLC)on1121095997,(OCoLC)1121095997,(OCoLC)1124486347,53443011610002917,991023705199202917,"Visible light active structured photocatalysts for the removal of emerging contaminants : science and engineering / edited by Olga Sacco, Vincenzo Vaiano.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,",Amsterdam :,2019.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128183342,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
